type,text
negatif,"Awalnya kamar tidak sesuai dengan pesanan, kami minta twin dikasihi double, kamar mandinya kecil untuk ukuran kamar dengan type condotel ditambah lagi posisi wastafel yang di luar kamar mandi kurang nyaman."
negatif,Dilarang renang harus pakai baju renang padahal saya pake baju kaos olahraga sungguh tidak membuat nyaman pengunjung harus ditegur berkali-kali.
negatif,"Tipe kamar merdeka perlu perbaikan interiornya karna ketauan banget hotel lamanya. Masa saya kekunci di dalam kamar mandi gegara pintu macet gak bisa kebuka. Setelah diotak atik sendiri kebuka juga, mayan ya 10 menit di kamar mandi. Kalau tipe condotel sangat puas deh ama interiornya. Untuk pelayanan staff dan sarapan memuaskan."
negatif,"Tidak kedap suara jadi agak berisik ada orang pencet-pencet bel berkali kali, restoran penuh dan pelayanannya lama banget dan mesti berkali-kali waktu aku minta baby chair, makanan enak."
negatif,"Kamarnya luas cm lifnya kapasitas kecil jd penuh terus dan lif rusak sehingga saya sempat ke jebak di dlm lif dan bantuan dr petugasnya lambat anak2 ada yg sesak nafas krna dlm lif panas ga ada udara, itu pengalaman yg menakutkan buat saya. Tolong fasilitas hotel pelayanan lebih di perbaiki"
negatif,Kamar bau lembab dan tembok temboknya sudah kelupas dan terlalu kecil tidak sesuai degan standar bintang 4
negatif,"Kamar gotel sudah tua, banyak peralatan yang rusak, seperti hair dryer rusak, keramik kamar mandinya ada yang pecah, bathtubnya sudah kotor dan kusam."
negatif,Saya booking ros executive tetapi saat check-in kamar tidak tersedia ahirnya diupgrade ke Pasundan Suites tapi tetap saja kecewa karena tidak sesuai dengan harapan karena kami hanya berdua dan tidak perlu kamar lebih besar
negatif,Kondisi air di wastafel dan untuk bathtub agak keruh tidak jernih. Saya menginap 3 malam. ketiganya kurang jernih. sempat agak kehijauan. Selebihnya makanan oke banyak variant. Cuma saya sayangkan kualitas air saja. Thanks.
negatif,Saya ingin memepertanyakan kenapa sepeda motor dilarang sampai loby ? Saya pesan ojol harus di luar hotel bagaimana kalau gerimis apakah harus dibiarkan lari dari jalan menuju lobi dengan basah kuyup. Security-nya juga hanya melihat dari penampilan apakah orang bermobil dan pakaian rapi yang harus menginap disana ? Anehnya halaman parkir mobil jadi bengkel mobil.
negatif,"Untuk breakfast oke, tapi kebersihan air di kamar mandi tidak oke. Saat mandi di bathtub, airnya keruh sehingga saya tidak jadi mandi di bathtub."
negatif,Kamarnya biasa saja untuk ukuran hotel bintang. 4. tidak bisa request bed besar untuk type yang saya pesan hanya ada double bed. Tapi makanannya enak dan banyak macamnya.
negatif,"Kunci hotel cuma 1 jadi sulit sekali ketika kita mau masuk kesana sementara kuncinya dibawa teman/pasangan. TV banyak sekali channel yang no signal, bangunannya bangunan lama dan untuk kebersihan kamar harus ditingkatkan, tapi makanan enak."
negatif,"Resepsionis kurang ramah, Kami pesan kamar non smoking tapi dipaksa kamar smoking dengan alasan kamar penuh setelah berdebat bahwa kami booking dari jauh hari dan lewat Situs. Kamar agak creepy saat tengah malam. Anak usia 6tahan breakfast harus bayar."
negatif,Kebetulan kamar yang kami ambil terasa kecil dan dikit bau pengap mungkin karena karpet yang kurang bersih. Letak oke hanya parkiran saja yang bingung masuknya karena ada perbaikan. Makanan lumayan.
negatif,"Tujuan utama adalah kolam berenang, ketika datang, kolam sedang dalam perbaikan. Alhasil bengong saja dikamar."
negatif,Menu waktu sarapan mendapati telur yang seperti sudah tidak bagus dan rasa makanannya kurang. Semoga bisa menjadi perbaikan ke depannya. Thanks.
negatif,"Ruangannya tampak tua, pertama kali masuk udaranya terasa tidak enak. Kualitas kasur di ruangan merdeka tampaknya kurang berkualitas dibandingkan hotel yang lain, sepertinya butuh renovasi. Namun untuk ruangan yang demikian kamar mandi tampak bersih. Disediakan tempat bermain anak tapi outdoor jadi matras tampak diinjak-dinjak dengan sepatu kotor. Linen juga tampak kotor di suatu bagian."
negatif,"Front office kurang tanggap. Saya minta kamar non smoking tapi dikasih kamar smoking di lantai 7. Setelah sampai di lantai 7 ternyata kamarnya bau sekali, saya protes, lalu dipindahkan ke lantai 4, namun kamar gelap gulita. Tempat kunci tidak berfungsi sebagai stop kontak kunci. Protes lagi. Sangat mengecewakan."
negatif,"Hotelnya jadul, TV-nya tidak nyaman, air buat mandi kotor dan bau, jadi di gambar dan kenyataan berbeda, kapok menginap disana."
negatif,"Ajak keluarga liburan di sini, senang main air ada air hangatnya di kolam, ada mini marketnya di dalam hotel 24 jam, makanan breakfast juga lumayan. Liburan menyenangkan."
negatif,Kamarnya panas. sudah panggil teknisi lebih baik namun keesokan harinya sama saja tetap panas. Room service tidak 24 jam. Jam tutup restaurant berbeda dengan yang diinfokan saat awal check-in. kamar tidak dibersihkan.
negatif,"Kami upgrade ke kamar executive deluxe. Kamarnya sangat baik, tidak ada komplain. Hanya saja kami kecewa dengan pilihan makanan kami yang terbatas hanya di Executive lounge ketika breakfast. Dan pilihannya pun sangat terbatas dan rasanya juga agak kurang. Saya mengharapkan breakfast yang lebih baik, karena kami sudah membayar lebih mahal dibanding dengan kamar deluxe. Tetapi ternyata breakfastnya mengecewakan dengan pilihan yang tidak sebanding dengan yang dinikmati kamar deluxe."
negatif,"Kamar hotel belum sepenuhnya siap pakai ketika kami hendak memasuki kamar, karena masih ada petugas yang sedang mengganti baterai pintu kamar. Seharusnya resepsionis memberikan kamar yang sudah siap pakai pada tamu. ranjang bayi yang diberikan kotor, Ada tumpahan saus/kecap di sudutnya dan saya minta diganti yang lain. Amenities kamar hotel sebanding dengan hotel bintang tiga atau motel, kualitasnya rendah. Air mineral di kamar dapat diisi ulang dengan dispenser di lorong, Tetapi kotak dispenser tidak didesain dengan baik sehingga air akan tumpah-tumpah saat mengisi botol di dispenser tersebut, Dan jadinya tidak higienis juga. Makanan juga kurang variatif."
negatif,"Antrian untuk breakfast sangat panjang dan lama serta makanan kurang bervariasi, sangat disayangkan, padahal bintang lima ya. Akhirnya kita makan di luar, untuk kamar bagus."
negatif,Air minum tertulis refill ternyata tidak. Kolam renang tidak ada petugas yang standby dan bercampur dengan smoking area. Tidak ramah pejalan kaki. Lampu kamar beberapa mati. Kids corner tidak beroperasi. Pengerjaan pernak pernik natal dilaksanakan saat busy time. Flash closet sudah doll jadi boros air.
negatif,"Kamarnya sukak banget! Luas, bersih tapi staffnya (untuk ukuran hotel bintang 5) sangat kurang ramah, ditambah breakfast yang luar biasa sangat biasa sekali (roti, nasi kuning) hm gimana ya"
negatif,"Kalo Untuk kamar Dan lokasi sih Ok, tapi Untuk Breakfast nya Untuk hotel Sekelas Hilton, sungguh biasa aja, makanan kurang Variatif utk Sekelas Hilton"
negatif,Kamar executive dengan fasilitas bisa menikmati business lounge yang mana harganya jauh lebih mahal dari premium kurang memuaskan karena makanan yang tersedia ukura. Plus kamarnya lebih kecil pula. Lebih value for money kamar premium lebih murah dan lebih luas kamarnya. not recommended.
negatif,"Saya booking smoking room, tapi saya tidak dapat karena staf hotel langsung kasi orang lain di depan saya. Padahal orang tersebut tidak booking dari awalnya, request langsung."
negatif,"Wifi tidak tersedia di kamar, padahal seluruh hotel d bandung sudah menyediakan wifi gratis di kamar Menu breakfast yang selalu sama dr tahun ke tahun yang membuat kami sekeluarga menjadi bosan untuk menikmati breakfast disana"
negatif,"Untuk pelayanan dan fasilitas room sangat baik, kecuali untuk menu breakfnya yang tidak memuaskan untuk hotel kelas hilton dengan rate 2 juta keatas permalam."
negatif,Personil security tidak terlatih...untuk hotel sekelas ini ..masih memperkerjakan seorang security yang tidak terlatih..
negatif,"Pesan 2 kamar, tidak ada handuk di kamar, sudah telp berulang kali ke receptionist tapi tidak diantar juga, katanya nanti tapi handuknya ga datang juga. akhirnya handuk diantar hampir pkl. 21.00, anak-anak ngga mau lagi mandi karena kemaleman."
negatif,"Pelayanan nya sangat buruk!! Tidak bisa menjawab/memberikan kebutuhan dasar dr konsumen! Handuk abis, keset abis, dikamar ada semut kecil2 di 3 spot, dan ruangan kamar tidak kedap suara. Suara berisik sekali dr jalanan, kenalpot kendaraan sangat bising. Saya booking untuk 2 malam, namun baru 1 malam saya lebih baik pindah hotel walaupun tidak bisa di refund!. Karena sangat buruk pelayanan dengan alasan full occupied dan terlalu bising di dalam kamar sehingga sangat tidak nyaman"
negatif,"Untuk sarapan jam 9 lebih sedikit sudah habis dan tidak ada tambahan lagi, padahal batas sarapan jam 10. Minum yang tersedia bagi konsumen saat sarapan, malah diambil karyawan hotel, sehingga saya kehabisan minuman, dan makan hanya dengan minum air putih."
negatif,"Diawal cukup tanggung jawab untuk mengganti reservasi kamar saya di Warmth free upgrade ke tipe Love karena kamar saya sudah habis diambil tamu lain, masalah muncul ketika breakfast saya dan keluarga kehabisan tempat duduk dan makanan juga tidak cepat diisi kembali dan paling parah adalah soal Air. Air di maxone sempat mati sejam lebih saya selesai brenang dengan anak harus menunggu air menyala,ktika sudah nyala saya mandi dan sabunan ketika mau bilas..air kmbali mati!..bener2 parah.udh gt air nya kotor seperti air sawah!..benar2 tidak ada persiapan dan tanggung jwb untuk servicenya.saya kecewa."
negatif,"Hotel mahal, kamar kecil, lokasi jauh, makanan tidak enak and pilihan sedikit sekali, hotel berantakan, lobby kecil tidak ada jalan untuk stroller/kursi roda. kacau lah ini hotel. tidak pantas mendapat bintang."
negatif,"dari pagi minta kmr d bersihin, sampe jam 10 malem ttep aja ga dibersiin. bad service. dtg2 pengen tdr enak malah jd super badmood."
negatif,"Kamarnya kurang terawat, banyak debu. Sarung bantal dan handuk nya juga warnanya udah butek. Shower airnya berkarat, saya pesan capcay saya nemu 2 ulat di brokoli nya. Fasilitas hotel tidak terawat gak sesuai dengan bintang hotelnya."
negatif,"Jauh dari yang dibayangkan, lokasi jauh, kamar bukan standar bintang 4, lebih kaya hotel budget."
negatif,Rasanya hotelnya bukan bintang 4 makanannya serba pas-pas an bahkan roti tawar yang disajikan sudah mau hancur disajikan. Kami tidak akan kembali lagi ke hotel ini!
negatif,"Buruk! hotel dan pelayanan buruk! Kamar jelek kotor, AC suka mati sendiri, pelayanan spa juga jelek tidak menyenangkan, dan yang paling parah aqua di kamar kena charge! Sangat tidak recommended hotel ini!"
negatif,"Kamar berdebu, sampai kaki kita langsung kotor hitam. ac tidak dingin dan kita pindah kamar. air kolam renang kotor makanannya tidak banyak pilihan dan rasanya kurang enak. pelayanannya tidak ramah"
negatif,"Pelayanan buruk, AC sering mati, access card cuma 1, menu sarapan dan pelayanan kebersihan resto buruk, kolam renang tidak tersedia handuk"
negatif,"Tempat ini sangat jauh dari mana-mana, terletak di gedebage, mau ke tempat wisata yang ke lembang sangat jauh, ke pusat kota Bandung juga jauh. Jadinya tidak kemana-mana disini, hanya bisa ke trans studio mal. Dapat kamar yang pemandangannya tidak indah, sempat boring juga disin karena hanya bisa renang di hotel airnya dingin banget."
negatif,"berisik dengan suara kendaraan yg hilir mudik, bahkan sampai tengah malam. susah tidur. menu sarapan kurang variasi, menu lainnya terlalu sedikit."
negatif,"Kebersihan perlu lebih diperhatikan. Waktu dateng jam 17.00 karena belom sholat ashar buru-buru sudah di dalam kamar tidak memperhatikan, saat selesai sholat baru melihat lantai masih kotor, tempat tidur bahkan ada noda lipstik dan 2 noda warna hijau."
negatif,"Tipe kamar yang ditempati cukup luas namun kurang bersih, warna seprei sudah mengarah ke coklat apalagi sarung bantal. Lampu ada yang mati dan tidak diganti, permintaan kamar balkon ada tapi tidak ada kuncinya, sarapan jam 9 makanan sudah banyak yang habis, tidak di refill jadi hanya makanan yang tersedia saja, rasa makanan menurut saya anyep. Mungkin bisa di perhatikan setiap detail kamarnya termasuk sarapannya sehingga tidak mengecewakan tamu."
negatif,"AC rusak untuk yang kedua kalinya dari beberapa kali menginap. kebersihan seprei, kamar mandi makin menurun. keramahan petugas semakin menurun. Pelayanan hotel pun sama menurunnya."
negatif,"Kamar kotor dan berdebu, anak saya sampai tidak bisa tidur karena debu, kolam renang sangat kotor, ketika berenang pagi hari kami mau ambil handuk ternyata handuknya basah seperti bekas padahal saya ambil di tempat handuk bersih, kamar mandi kamar kotor. Bantal tidurnya kempes jelek banget bukan seperti hotel bintang 4, parah banget."
negatif,"Front office cuek tidak ramah..sampe kamar,keset untuk didepan kamar mandi tidak ada,harus direquest dl.jdnya didpn kamar mandi banyak percikan air,kamar terkesan gelap,sarapannya tidak variatif,rasa kurang bgt,apalg stand omelet yang bikin anak-anak yang masih PKL, jdnya antri karena bikinnya lama."
negatif,"Hotelnya parahhhh, waktu masuk ke hotel hujan rintik, satpam tidak bantuin, apalagi parkirnya di depan jauh dari lobby. Saya tidak menginap di sini lagi. Design ruang kamar pengin bagus, tapi detailnya berantakan, jelek sekali, apalagi front office sangat kaku tidak ada senyum, meskipun pakai topi al koboy tapi penerimaan di front office jelek.... Mending cari yang lain."
negatif,Kondisi kamar berdebu dan tidak nyaman karena ada rehab bangunan. Wifi lemot. Sarapan juga kurang memuaskan.
negatif,"Kamar berdebu kasur berdebu, balcony luar kamar banyak puntung rokok dan kotor seperti tidak pernah dibersihkan sama sekali"
negatif,"Kami liburan keluarga , sayangnya untuk waktu check in dan check out lama , sarapan taste nya kurang , dan saat anak-anak berenang d kolam renang ada beberapa orang yang minum minuman keras dipinggir kolam renang akhirnya saya putuskan buat check out , sangat tidak pas untuk liburan keluaga"
negatif,Kartu buat di kamar cuma 1. Jadi kalo mau ke maan-maan ribet. Apa yang di request gak dapat. Alhasil kasur yang twin di paksa gabungin sendiri ternyata bawa tempat tidur kotor banget. Dibagian kolam renang juga gak ada petugas sama sekali. Padahal kan harusnya ada walau cuma 1.
negatif,"Kurang bersih kamar mandi dan kamarnya minta keset saja lama. Sayang tempat strategis tapi hotel kelihatan anyep. Mungkin sedang ada renovasi di depan hotel, tapi itu bkan alasan sekelas bintang 4 harus tetap menjaga kualitas."
negatif,"Taste makan kurang,cafe cepat tutup, lokasi jauh dari area shopping dan kuliner"
negatif,"Kamar: wastafel ada sarang laba-laba, tidak ada cotton bud. Yang lainnya baik sarapan: buah kurang banyak (hanya ada 2 macam saja)."
negatif,Telepon kamar berdebu. Ada sebuah buka di kabinet bawah dekat kasur yang berdebu. Sepertinya dibersihkanya tidak menyeluruh. Kamar untuk 2 orang hanya diberikan sandal hotel 1 pasang.
negatif,"Sarapan kurang enak, jauh dari pusat kota dan jalan menuju ke sana macet"
negatif,"Makanannya sangat mengecewakan, tidak ada fariasi menu. Rasa makanannya tidak jelas."
negatif,Kebersihan kamar mandi ny tolong d perhatikan..
negatif,"Menginap 2 hari dan hari kedua sprai dan semuanya tidak diganti, makanan mahal sekali dan laundry juga mahal dan tidak bersih hanya makana yang dikasi jempol kedepannya diperbaiki saja"
negatif,"Naman hotel bukan lagi maxone, petunjuk peta lokasi salah, saya sulit menemukan hotelnya, tidak ada nomor hotel yang bisa dihubungi."
negatif,"Lantai kamar mandi dan lantai kamar berbeda. Saya terpeleset. Hotel tidak menyediakan shampoo. Ada seekor tikus berlari ketika sarapan pagi, sarapan pagi terasa asin, terutama mie goreng dan nasi kuning."
negatif,"Kebersihan hotel cukup baik, fasilitas kamar juga baik. Sangat disayangkan keramahan dan servis staf hotel sangat buruk."
negatif,"Saluran TV yang kurang jelas, sarapan pagi sangat mengecewakan, seharusnya dengan ukuran harga yang sama, dihotel lain bisa lebih ber variasi"
negatif,"Menginap d Maxone untuk transit. Hotel sedang ada renovas, jadi nya bising, lantai sering berdebu. Pencahayaan lorong menuju kamar kurang sekali. Lokasi jauh kemana-mana"
negatif,"Disaat sarapan banyak menu yg sudah habis pada jam setengah 8. Dan ada 1 pelayan (wanita) yang saya tanya mengenai pangangan roti dan dia menunjukkan dengan muka judes tanpa senyum. Pada saat itu dia habis menaruh kue2 kecil, namun perlakuannya tidak ramah"
negatif,"Pemesanan 4 room non smoking, tapi ternyata 3 room masih bau rokok, cuma 1 room yang wangi. Kemudian kondisi pintu kamar mandi, ada yang rusak jadi tidak bisa dikunci."
negatif,"Dapat gedung baru, katanya kamar baru tapi banyak debu sepert jarang di bersihkan. Tidak ada lemari pendingin juga. Lift digedung baru tidak aktif sampai ke lobby jadi harus nunggu lift di gedung lama. Kondisi sedang check out bawa stroller bayi harus nunggu 1 jam baru bisa turun bawa stroller karena lift nya penuh terus."
negatif,"Saya menemukan beberapa ekor binatang kecil seperti kutu di atas kasur, padahal saya bawa bayi, spreinya juga terlihat lusuh dan kusam."
negatif,"Kami memesan family room. Satu kamar terdiri dari dua ruangan. Salah satu dari ruangan tersebut AC-nya ketika dihidupkan mati sendiri dan AC tersebut tidak dingin. Setelah diperbaiki, Akhirnya AC tersebut tidak mati sendiri pada saat dinyalakan, tetapi AC tersebut tetap panas/tidak dingin. Sarapan di restoran hotel ini kurang bervariasi. Kamar yang kami pesan cukup/lumayan bersih. Hotel yang nyaman untuk liburan keluarga."
negatif,"Kamar bau, padahal non smoking. Gorden kamar kotor dan lantai-lantai tidak bersih. Receptionis tidak menolong ketika ada keluhan. Tempat tidak strategis sehingga susah buat cari makan di luar hotel."
negatif,"Suasana dan fasilitas secara umum ok. Tapi pagi hari akan mandi minta sabun cair kosong, minta refill gak datang-datang untuk isi ulang. Sampai cek out baru dateng roomboy nya. Tanpa bermaksud menyalahkan siapapun tapi agar lebih ditingkatkan kecepatan respon dari pelayanan nya agar lebih mantap. Saya akan kembali nginep di hotel ini"
negatif,"Breakfast nya kurang enak, rasanya kurang. Kamarnya bersih tapi sabun nya tidak ada, so far si oke lah room nya. Pelayanannya juga oke ramah, hanya saja pelayanan di restaurant yang kurang bersahabat."
negatif,"Kamar banyak debu, pengecekan suhu sepertinya alatnya sudah tidak berfungsi dengan baik."
negatif,"Pelayanan check in untuk menunggu kamarnya lama. Breakfast kurang enak, daging ayamnya masih ada darahnya. Family room-nya kecil kurang sesuai dengan harganya."
negatif,"Jauh dari pusat kota, jadi habis wakarta kalau mau ke tempat-tempat nongkrong. Untuk kamar dan fasilitas sesuai harga."
negatif,"Pegawainya kurang ramah, kamarnya kotor padahal lagi covid seperti ini kebersihan harus di utamakan."
negatif,"Pelayanan kurang baik, barang-barang kami dibiarkan tergeletak didepan lobby, sedangkan satpam hanya berdiri tanpa membantu, receptionist juga kurang ramah."
negatif,"Hotelnya kelihatan kurang perawatan, masuk kamar non smoking malah bau rokok, family roomnya bau toilet bocor busuk, kolam renang airnya dingin dan lampu kolam kabelnya keluar takut kesetrum, sarapan standar, saya datang pertama kali dan tidak akan kembali ke hotel ini lagi, salah satu kelebihan hotel ini adalah punya family room yang terpisah dan memiliki 2 kamar mandi.."
negatif,Kamar yang diberikan tidak sesuai dengan pesanan. Alasannya bukan dari online yang memesan tapi dari MG. Permintaan kamar deluxe single bed diberikan kamar yang twin bed.
negatif,"Sungguh sangat terganggu dengan suara mesin pabrik karpet di sebelah timur persis hotel ini yang beroperasi 24 jam. Dan tak ada tissu di kamar, yang ada cuma di toilet. Semoga ini bisa menjadi perhatian manajemen hotel ini. untuk kebersihan, pelayanan, dan breakfast cukup baik."
negatif,Lokasi sangat jauh dari tempat tempat wisata di Bandung. Air kolamnya agak keruh. Sarapannya lumayan. Makanan di restoran eat bos-nya enak harga juga terjangkau. Pelayanan ramah.
negatif,"Kamarnya besar, tapi tempatnya jauh banget dari pusat kota, belum lagi perempatan kiaracondong yang macet panjang."
negatif,Satpam/securitynya ramah tetapi kurang sigap melayani ketika hujan memberikan payung padahal tempat parkir agak lumayan jauh dan tidak tercover atap. Kamar yang disediakan terdapat pintu menuju kamar lain dan ini membuat tidak nyaman sebaiknya ditutup permanen untuk menambah privasi tamu.
negatif,"Buruk, kamarnya retak-retak, berisik. sedang ada pekerjaan. Semalaman tidur keganggu. Tarif mahal dibanding fasilitas kolam renang tidak bisa dipake, cuma sabtu minggu katanya payah, tidak ada pemberitahuan. Aqua botol di kamar kena charge 18 ribu tanpa pemberitahuan. Dikasih uang alasan tidak ada kembalian. Pokoknya mahal dan jelek."
negatif,"Front office saat check-ini tidak memberitahi atau menginformasikan bahwa air mineral besar atau pun bertanda hotel berbayar, seharusnya saat check-in, Tamu diberitahu sejelas-jelasnya tentang aturan termasuk air mineral berbayar. meski harganya tidak terlalu mahal, Tapi hal sekecil itu tetap harus terinformasikan dengan baik kepada tamu hotel."
negatif,"Saat masuk receptionist tidak memberikan informasi secara lengkap, WiFi sempat sulit connect, makanan kurang variasi."
negatif,"Lantai kotor, bahkan ada botol salep baby bekas tamu sebelumnya yang tertinggal di lantai, sepertinya lantai tidak dibersihkan. Saya makanan dari luar dan saat pengantar sudah di lobby tapi resepsionis tidak menghubungi telepon kamar padahal si pengantar sudah menunggu lama. Di setruk pembelian sudah dicantumkan no kamar kami."
negatif,Kalau buat flight dan sampenya pagi di hotel ini tidak recommended banget karena nunggu sampai jam 1 siang dan tidak ada welcome drinknya jadi benar-benar nunggu. kalau buat sekelas Bintang 4 tidak worth it. kamar mandi di lobby jorok.
negatif,Datang ke lobby tidak ada greeting. Kurang ramah. Nyepe kamar tidak ada asbak saya telepon front desk juga kurang ramah buat pelayanan.
negatif,Sangat sangat mengecewakan sekali.waktu hari pertama saya titip kartu kamar ke repsesonis tau tau di check out sama repsesonis nya! Dan yang parahnya lagi gelas tidak di cuci dibiarkan kotor gitu saja
negatif,Tidak adanya tissue di kamar. Dan saya sarapan jam 8 makanannya sudah mau habis tolong diperbaiki system nya. Pegawainya banyak tapi makanan habis tidak dicek.
negatif,"Kamar mandi kurang nyaman karena tidak ada pembatas lantai hingga air mudah tumpah ke lantai kamar, jendela kurang bersih mungkin karena bekas-bekas debu yang lupa di bersihkan dari sisa2 bangunan."
negatif,Mengecewakan kondisi kolam super kotor dan di mana-mana tumpahan sup air kolam tidak begitu bersih. tapi kamar sangat bersih dan nyaman
negatif,"Satpamnya jutek, recepsionisnya kurang seyum. Waktu itu saya pake sepedah motor masa parkirnya di biarin sendiri di dekat pintu keluar. Jangan di beda bedain donk sama sama tamu hotel, complain sama satpam sama recepsionis di hiraukan. Makanan kurang berfariatif disudut pintu kamar banyak debu di lampu tidur juga."
negatif,"Saya booking 3 kamar,pas yang Kamar saya bau rokok yang sangat menyengat,sehingga tidak nyaman .untuk breakfast Makanan yang berkuah seperti Soto sudah dingin."
negatif,"Sarapannya harus menunggu karena tempat duduknya penuh, makanannya kurang variatif dan rasanya juga kurang enak, dan yang paling mengecewakan pada saat mau mandi air nya mati dan harus menunggu selama 4 jam sampai akhirnya pas check out tidak mandi karena airnya belum nyala juga.."
negatif,Di kasur ada semut merah yang mana saya bawa bayi jadi agak risih setelah itu minta pindah kamar tapi selalu yang diprioritaskan yang mau masuk. Akhirnya setelah bolak balik nanyain baru dapat kamar upgrade itupun tetap ada semut di kasur
negatif,Breakfast amburadul karena bareng rombongan study tour. Smp saya putuskan tidak breakfast.. kamar jadi berisik
negatif,"Pelayanan front office kurang ramah, makanan kurang varian, di sarung bantal ada bercak kotoran. Jauh dari pusat kota."
negatif,"Pada saat check-in kamar belum siap padahal kita check-in saja sudah sore, harus ditingkatkan pelayanan terutama pd saat peak season"
negatif,"Mohon maaf, semoga jadi saran aja. Masuk kamar lantai masih kotor banget banyak debu dan kotor, belum disapuin dan di pel. Udah panggil room Service, ditunggu ga ada terus, sampe harus saya panggil lagi:(semoga ke depannya ga gitu lagi. Yang lainnya Alhamdulillah bagus dan puas"
negatif,"Pelayanan check in untuk menunggu kamarnya lama. Breakfast kurang enak, daging ayamnya masih ada darahnya. Family room-nya kecil kurang sesuai dengan harganya."
negatif,Pada saat saya menginap di sana kolam reangnya tidak bisa dipakai dan bangunannya seperti masih banyak yang diperbaiki
negatif,"Ekspektasi saya terhadap hotel shakti terlalu tinggi, kamarnya kecil, makanannya kurang beragam, Tidak ada kulkas padahal kan di listnya katanya sekelas hotel bintang 4, kolam renangnya banyak lumutnya, Tidak tahu itu apa sudah lama tidak dibersihkan atau banget."
negatif,"Kamar mandinya kuning, kloset juga kurang bersih. tidak ada keset untuk kaki. terlalu jauh jika untuk wisata kuliner di tempat-kempat wisata. Sampai sana tengah malam suara orang-orang di luar kamar kedengaran banget sehingga mengganggu istirahat kami. Untuk makanan saya tidak tahu karena saya ambil harga tidak dengan breakfast"
positif,"Pesan Executive King Room via Agoda dapat harga 350an, dengan rate hotel bintang 4 harga 350an itu murah bangeeet. Stay 3 hari 2 malam di sini sangat sangat memuaskan.
+ Staff ramah, kamar luas + balkon pribadi, bersih, handuk bersih, free hairdryer/iron, suasana sekitar hotel tenang karna di dalam komplek perumahan
- Kamar tidak full kedap suara, lokasi cukup jauh ke tempat2 makan"
positif,"Nyaman, bersih, hanya akses ke tempat pusat kuliner atau jalan-jalan lumayan jauh sih karena lokasi hotel ada di dalam perumahan elite"
positif,"ersih, nyaman, dan posisinya di perbukitan. View kamar hotel menghadap ke pemandangan. Untuk rombongan ada 2 kamar yang dihubungkan dengan pintu dalam, jadi bisa nyebrang kamar tanpa buka puntu depan. Minusnya, teko pemanas di kamar kotor. Terutama di baguan ujung teko."
positif,"Awalnya takut untuk mencoba tapi setelah memberanikan diri puas banget staycation disini, bener2 pengalaman yg menyenangkan, staf ramah, cek in dan cek out cepet banget tdk dipersulit, kamar bersih nyaman dan ac dingin"
positif,Lokasi hotel masuk ke perumahan elite. Jauh dari keramaian Kota Semarang serta kebisingan kendaraan bermotor tapi tidak terlalu jauh dari pusat Kota estimasi 10 menit dari hotel. …
positif,"kamarnya besar,kolam renang besar cocok buat bawa anak dan makanannya jg enak"
positif,"Pertamakali menginap disini, hawanya sejuk dingin, dapat kamar yang luas sekali, bagus."
positif,Hotelnya lumayan bagus...pelayanan cukup baik...utk tempatnya lbh ditingkatkan kembali
positif,"Tempat indah, sejuk dan myaman. Kualitas layanan bagus, fasilitas hotel standar."
positif,"Hotel di kota Semarang yang memiliki nuansa bangunan kayu, karena mulai dari lantai, ornamen dinding, sampai dengan ruang pertemuan dihiasi ornamen2 kayu sehingga menambah nuansa adem di dalam ruangan"
positif,"Hotel ini terletak dipinggiran kota Semarang, jika dari simpang lima sekitar 15 menit. Untuk masuk ke hotel ini harus melewati jalanan perumahan-perumahan elit sehingga jika baru pertama kali ke hotel, maka akan sedikit ragu apakah jalannya beneran ke hotel. Tpi jika kita sudah menemukan bangunan hotelnya, maka kita akan dibuat takjud dengan nuansa yang di bangun hotel ini yang seakan2 kayak bangunan dari kayu dengan nuansa alam yang kental"
positif,"Hotel ini cocok untuk menginap 1 keluarga karena disini juga disediakan kolam renang anak2, dan juga punya lahan kosong luas yang bisa untuk berlarian anak-anak. Parkiran juga disini sangat luas sehingga tidak perlu takut akan susah parkir jika nginap di hotel ini"
positif,"Akses masuk agak bingung karena masuk perumahan & tidak mengira disitu ada hotel.
Hotelnya besar, kamar ya standart..cenderung gelap, tapi viewnya OK bgt dari …"
positif,"Penginapan yg cociks buat yg nyari suasana tenang nan asri di Semarang. Lokasinya berada di kawasan perbukitan Papandayan, menyatu dg perumahan elit gitu. Akses ke kota hanya 20 menitan dan ke jalan utama Semarang-Solo hanya 10 menitan."
positif,"Secara keseluruhan, baik servis dan fasilitas yg tersedia cukup bagus. F.O helpful bgt, kamar bersih dan terdapat kolam renang mini dg panorama yg hijau-hijau. Hanya saja, untuk makanan di resto jauh banget dari kata enak dan cenderung b aja untuk hotel yg konon bintang 4 ini 😅."
positif,"Yess, overall rekomen sih buat kalian yg pengen staycation gitu."
positif,"Hotel asri yg nyaman, terletak di perumahan elit krn disekitarnya rumah besar2. dari depan security ramah, tanggap dan helpful bngt, masuk lobby cek suhu dan hand sanitizer, disambut lagu mendayu2 yg menyenangkan, resepsionisnya juga ramah, …"
positif,2 malam stay di Oak tree lokasi sejuk didaerah candi agak tinggi kamarnya cukup luas cukup bersih nyaman jauh bising kota 
